ID,label,sensorType,DEVICE_LOCATIONTYPE,THINGSPEAK_PRIMARY_ID,THINGSPEAK_PRIMARY_ID_READ_KEY,THINGSPEAK_SECONDARY_ID,THINGSPEAK_SECONDARY_ID_READ_KEY,longitude,latitude,countryCode,stateCode,timezone,deviceID,locationID,deviceDeploymentID,pwfsl_closestDistance,pwfsl_closestMonitorID,sensorManufacturer,targetPollutant,technologyType,communityRegion,monitorID,elevation,siteName,countyName,msaName,monitorType,siteID,instrumentID,aqsID,pwfslID,pwfslDataIngestSource,telemetryAggregator,telemetryUnitID
9386,Sctv_22,PMS5003+PMS5003+BME280,outside,459992,0U7OTJDZOUAHK4NX,459993,E3OGIK7F160B0A3P,-117.529762,33.79931,US,CA,America/Los_Angeles,9386,c786ca3d1d137d4d,c786ca3d1d137d4d_9386,22207.0320196372,060658005_01,Purple Air,PM,consumer-grade,Temescal Valley,c786ca3d1d137d4d_9386,,Sctv_22,,,PMS5003+PMS5003+BME280,c786ca3d1d137d4d,9386,,,ThingSpeak,,
9208,SCTV_26,PMS5003+PMS5003+BME280,outside,458900,5LPUKU0MLP7IAHHY,458901,0IQPFYP03LNBT8WL,-117.468865,33.753183,US,CA,America/Los_Angeles,9208,8c935877ead34113,8c935877ead34113_9208,15352.6855613888,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,8c935877ead34113_9208,,SCTV_26,,,PMS5003+PMS5003+BME280,8c935877ead34113,9208,,,ThingSpeak,,
9206,SCTV_27,PMS5003+PMS5003+BME280,outside,458896,WRHIIE0Y91GT0JE2,458897,2XB0DLOG0EN2BAF1,-117.460609,33.747087,US,CA,America/Los_Angeles,9206,ffceb92260144a6b,ffceb92260144a6b_9206,14341.0345602725,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,ffceb92260144a6b_9206,,SCTV_27,,,PMS5003+PMS5003+BME280,ffceb92260144a6b,9206,,,ThingSpeak,,
9180,SCTV_30,PMS5003+PMS5003+BME280,outside,458822,03VQX1G0NID462LV,458823,UZ90F2F31L99HIUE,-117.497993,33.761766,US,CA,America/Los_Angeles,9180,da8bc26f81f2c16e,da8bc26f81f2c16e_9180,18138.9821746628,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,da8bc26f81f2c16e_9180,,SCTV_30,,,PMS5003+PMS5003+BME280,da8bc26f81f2c16e,9180,,,ThingSpeak,,
9314,SCTV_31,PMS5003+PMS5003+BME280,outside,459789,S6OR3FWJ37C5U66W,459791,WTS91HAD1GVV7I8N,-117.4686,33.75001,US,CA,America/Los_Angeles,9314,1cb3aa2206629305,1cb3aa2206629305_9314,15138.770040069,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,1cb3aa2206629305_9314,,SCTV_31,,,PMS5003+PMS5003+BME280,1cb3aa2206629305,9314,,,ThingSpeak,,
9306,SCTV_32,PMS5003+PMS5003+BME280,outside,459773,XUZ5AN9FEDHKBH6T,459774,YU69DAS7NCJAE2RG,-117.428252,33.719492,US,CA,America/Los_Angeles,9306,5741fe7d4d032aae,5741fe7d4d032aae_9306,10195.4736735237,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,5741fe7d4d032aae_9306,,SCTV_32,,,PMS5003+PMS5003+BME280,5741fe7d4d032aae,9306,,,ThingSpeak,,
9340,SCTV_35,PMS5003+PMS5003+BME280,outside,459870,ELMH5FGZ9X9QS69S,459871,E53679O1RYAEI4OL,-117.426627,33.718005,US,CA,America/Los_Angeles,9340,0f926bafc6d94fdd,0f926bafc6d94fdd_9340,9985.27050534739,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,0f926bafc6d94fdd_9340,,SCTV_35,,,PMS5003+PMS5003+BME280,0f926bafc6d94fdd,9340,,,ThingSpeak,,
9352,SCTV_40,PMS5003+PMS5003+BME280,outside,459894,6OIX1JV4CXXZOVNS,459895,K4FDZ0XKBQR7C8WG,-117.446522,33.736777,US,CA,America/Los_Angeles,9352,4a031069d58d641a,4a031069d58d641a_9352,12623.9877563805,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,4a031069d58d641a_9352,,SCTV_40,,,PMS5003+PMS5003+BME280,4a031069d58d641a,9352,,,ThingSpeak,,
9336,SCTV_42,PMS5003+PMS5003+BME280,outside,459862,IDJDW5UR0C35FB49,459863,BNIIOJ7FTEKC3B3W,-117.497593,33.763692,US,CA,America/Los_Angeles,9336,4f2863f48b7efdc4,4f2863f48b7efdc4_9336,18220.536226846,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,4f2863f48b7efdc4_9336,,SCTV_42,,,PMS5003+PMS5003+BME280,4f2863f48b7efdc4,9336,,,ThingSpeak,,
9376,SCTV_43,PMS5003+PMS5003+BME280,outside,459972,AD8JNJ00KB6RKHFH,459973,Z2W5NQJ0Y6J4STJ7,-117.505349,33.784845,US,CA,America/Los_Angeles,9376,7624d507ab6c0b91,7624d507ab6c0b91_9376,20145.1679618651,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,7624d507ab6c0b91_9376,,SCTV_43,,,PMS5003+PMS5003+BME280,7624d507ab6c0b91,9376,,,ThingSpeak,,
9392,SCTV_45,PMS5003+PMS5003+BME280,outside,460004,QTCNA5676IPLPASV,460005,SH82LQAO1VTKTNDA,-117.481444,33.761071,US,CA,America/Los_Angeles,9392,c85627ec774e2b46,c85627ec774e2b46_9392,16808.6903732703,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,c85627ec774e2b46_9392,,SCTV_45,,,PMS5003+PMS5003+BME280,c85627ec774e2b46,9392,,,ThingSpeak,,
9350,SCTV_50,PMS5003+PMS5003+BME280,outside,459890,VCY0R2WTXAGMF913,459891,45IYNYQ8XU5FMFY6,-117.505635,33.818771,US,CA,America/Los_Angeles,9350,66dc4353b7762e09,66dc4353b7762e09_9350,19809.3277252893,060658005_01,Purple Air,PM,consumer-grade,Temescal Valley,66dc4353b7762e09_9350,,SCTV_50,,,PMS5003+PMS5003+BME280,66dc4353b7762e09,9350,,,ThingSpeak,,
9452,SCTV_54,PMS5003+PMS5003+BME280,outside,460159,PQ23KDIZSK5PZ6C3,460160,KXCNXWQ22MJIAMVI,-117.480504,33.761078,US,CA,America/Los_Angeles,9452,08f67a695399ba46,08f67a695399ba46_9452,16737.0813452657,060659001_01,Purple Air,PM,consumer-grade,Temescal Valley,08f67a695399ba46_9452,,SCTV_54,,,PMS5003+PMS5003+BME280,08f67a695399ba46,9452,,,ThingSpeak,,
2309,SCUV_04,PMS5003+PMS5003+BME280,outside,309390,IS0T88WTG7EF3SW9,309391,16FXBZDFLB2QUF2B,-118.426295,34.023561,US,CA,America/Los_Angeles,2309,0532adaf3cd5d7d2,0532adaf3cd5d7d2_2309,18573.7987558146,840060374010_01,Purple Air,PM,consumer-grade,SCUV,0532adaf3cd5d7d2_2309,,SCUV_04,,,PMS5003+PMS5003+BME280,0532adaf3cd5d7d2,2309,,,ThingSpeak,,
2404,SCUV_06,PMS5003+PMS5003+BME280,outside,310945,2NMNECZGX05S0RW9,310946,YD6BYGO2D25ZL7A9,-118.426716,34.02421,US,CA,America/Los_Angeles,2404,afa04e247a48709c,afa04e247a48709c_2404,18517.4760428385,840060374010_01,Purple Air,PM,consumer-grade,SCUV,afa04e247a48709c_2404,,SCUV_06,,,PMS5003+PMS5003+BME280,afa04e247a48709c,2404,,,ThingSpeak,,
